anno,x,densita
2019,26.579,0.08130536090490655
2019,26.638,0.08063667511280943
2019,26.698,0.07996311750676292
2019,26.757,0.0792906745162994
2019,26.816,0.0786249198178278
2019,26.876,0.07797090616504285
2019,26.935,0.07733306986410979
2019,26.994,0.07671514991898747
2019,27.054,0.0761201234629827
2019,27.113,0.07555015865428555
2019,27.173,0.07500658576021572
2019,27.232,0.0744898867011884
2019,27.291,0.07399970288399749
2019,27.351,0.0735348607365888
2019,27.41,0.07309341397302238
2019,27.469,0.07267270127591013
2019,27.529,0.07226941779035476
2019,27.588,0.07187969858242828
2019,27.647,0.07149921202871576
2019,27.707,0.07112326097187896
2019,27.766,0.07074688939947983
2019,27.826,0.07036499237708266
2019,27.885,0.06997242698852428
2019,27.944,0.06956412210202773
2019,28.004,0.06913518488582886
2019,28.063,0.06868100213617041
2019,28.122,0.06819733464874336
2019,28.182,0.06768040305677946
2019,28.241,0.06712696377002557
2019,28.3,0.06653437387394008
2019,28.36,0.06590064408310452
2019,28.419,0.06522447908273188
2019,28.479,0.0645053048332893
2019,28.538,0.06374328265187763
2019,28.597,0.06293931011664354
2019,28.657,0.06209500906391351
2019,28.716,0.06121270115891409
2019,28.775,0.0602953717171419
2019,28.835,0.05934662263213451
2019,28.894,0.058370615424336386
2019,28.953,0.0573720055629735
2019,29.013,0.05635586932672216
2019,29.072,0.05532762455817123
2019,29.132,0.05429294673076796
2019,29.191,0.05325768178462637
2019,29.25,0.05222775719929244
2019,29.31,0.05120909275779393
2019,29.369,0.05020751241809132
2019,29.428,0.049228658646902027
2019,29.488,0.04827791048884439
2019,29.547,0.04736030654341196
2019,29.606,0.04648047390635124
2019,29.666,0.04564256400378408
2019,29.725,0.04485019611031483
2019,29.785,0.044106409199932084
2019,29.844,0.043413622634209136
2019,29.903,0.04277360604944023
2019,29.963,0.04218745866584455
2019,30.022,0.041655598110320824
2019,30.081,0.041177758721315835
2019,30.141,0.04075299919139003
2019,30.2,0.040379719300517466
2019,30.259,0.04005568540080688
2019,30.319,0.03977806423029344
2019,30.378,0.039543464558275565
2019,30.438,0.039347986095519726
2019,30.497,0.039187275037485904
2019,30.556,0.03905658554553551
2019,30.616,0.03895084640813072
2019,30.675,0.03886473206009899
2019,30.734,0.038792737072611605
2019,30.794,0.03872925315999077
2019,30.853,0.038668647683184364
2019,30.912,0.03860534256611382
2019,30.972,0.0385338924834492
2019,31.031,0.03844906113083393
2019,31.091,0.03834589435590087
2019,31.15,0.03821978891557292
2019,31.209,0.03806655563704072
2019,31.269,0.03788247580088444
2019,31.328,0.037664349638625916
